Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,53.16,53.57,52.799999,53.529999,50.576283000000004,16045300
2018-01-03,53.299999,53.34,52.18,52.43,49.536986999999996,16662400
2018-01-04,52.369999,52.889998999999996,51.830002,52.599998,49.697601,12062800
2018-01-05,52.799999,52.880001,52.349998,52.48,49.584225,13348900
2018-01-08,52.560001,52.75,52.040001000000004,52.389998999999996,49.499190999999996,16212700
2018-01-09,52.119999,52.439999,51.549999,51.610001000000004,49.317634999999996,14677800
2018-01-10,51.389998999999996,51.73,51.150002,51.689999,49.394077,12593400
2018-01-11,51.889998999999996,52.18,51.639998999999996,52.110001000000004,49.795421999999995,15568200
2018-01-12,51.939999,52.240002000000004,51.779999,51.860001000000004,49.556526,17673700
2018-01-16,51.68,52.02,51.419998,51.66,49.36541,14739200
2018-01-17,51.810001,51.900002,51.209998999999996,51.720001,49.422745,11389700
2018-01-18,51.900002,53.299999,51.389998999999996,51.549999,49.2603,29442600
2018-01-19,51.740002000000004,51.919998,51.16,51.91,49.604305,23761300
2018-01-22,52.049999,53.490002000000004,52.009997999999996,53.459998999999996,51.085457,27691300
2018-01-23,54.599998,54.599998,52.810001,53.23,50.865673,33000500
2018-01-24,53.82,54.439999,53.5,54.220001,51.811707,21080400
2018-01-25,54.279999,54.77,54.009997999999996,54.290001000000004,51.878593,18638700
2018-01-26,54.490002000000004,54.75,54.34,54.720001,52.289494,13077600
2018-01-29,53.580002,54.580002,53.400002,54.130001,51.725704,17052600
2018-01-30,54.299999,54.5,53.790001000000004,53.900002,51.505917,15401500
2018-01-31,53.990002000000004,54.419998,53.529999,54.07,51.668365,17827000
2018-02-01,54.490002000000004,54.75,54.009997999999996,54.299999,51.888149,18646100
2018-02-02,54.27,54.27,52.900002,52.98,50.626781,15574000
2018-02-05,52.52,53.189999,50.5,50.5,48.256935,22239600
2018-02-06,49.439999,51.0,49.07,50.830002,48.572281,34543900
2018-02-07,50.630001,51.93,50.5,51.009997999999996,48.744282,16066600
2018-02-08,50.889998999999996,51.080002,49.0,49.040001000000004,46.861782,23308900
2018-02-09,49.599998,50.299999,48.369999,49.880001,47.664474,27707900
2018-02-12,50.220001,50.66,49.580002,50.110001000000004,47.884258,16903000
2018-02-13,49.91,50.259997999999996,49.169998,50.080002,47.855591,11871700
2018-02-14,49.759997999999996,50.099998,49.32,49.509997999999996,47.310905,17559200
2018-02-15,49.549999,49.779999,48.950001,49.740002000000004,47.530689,18902700
2018-02-16,49.689999,50.459998999999996,49.689999,50.150002,47.922482,12264000
2018-02-20,49.84,49.889998999999996,48.759997999999996,48.919998,46.747112,21330400
2018-02-21,48.799999,48.860001000000004,47.939999,47.959998999999996,45.829754,20889900
2018-02-22,48.25,48.700001,47.779999,47.869999,45.743748,21198300
2018-02-23,48.09,48.299999,47.540001000000004,48.290001000000004,46.1451,26371400
2018-02-26,48.720001,49.150002,48.450001,49.09,46.909557,20853900
