Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,156.559998,158.529999,156.169998,158.490005,157.162064,32573300
2018-01-03,158.639999,160.169998,158.610001,160.029999,158.68916299999998,29383600
2018-01-04,160.580002,160.78999299999998,160.080002,160.309998,158.966827,24776100
2018-01-05,161.070007,162.029999,160.770004,161.919998,160.563324,26992300
2018-01-08,161.919998,162.630005,161.860001,162.550003,161.188049,23159100
2018-01-09,162.869995,163.03999299999998,162.070007,162.559998,161.19795200000002,24782400
2018-01-10,161.83999599999999,162.21000700000002,161.119995,162.179993,160.82113600000002,34004000
2018-01-11,162.46000700000002,163.300003,162.21000700000002,163.28999299999998,161.921844,20473500
2018-01-12,163.149994,164.66000400000001,162.940002,164.490005,163.111801,37762700
2018-01-16,165.580002,166.419998,163.529999,164.020004,162.64573700000003,41231800
2018-01-17,164.800003,166.03999299999998,164.0,165.78999299999998,164.400894,33586200
2018-01-18,165.529999,166.199997,165.139999,165.820007,164.43066399999998,26432200
2018-01-19,166.309998,166.610001,165.53999299999998,166.33999599999999,164.946304,38937600
2018-01-22,166.279999,168.119995,166.08999599999999,168.119995,166.71138,26081400
2018-01-23,168.639999,169.66000400000001,168.559998,169.509995,168.089722,37989700
2018-01-24,169.869995,170.240005,167.440002,168.41000400000001,166.998962,54287400
2018-01-25,169.570007,169.630005,167.809998,168.350006,166.939468,28925000
2018-01-26,169.28999299999998,170.949997,168.96000700000002,170.929993,169.497818,32038200
2018-01-29,170.570007,170.91000400000001,169.740005,170.100006,168.67478899999998,37277800
2018-01-30,168.550003,169.419998,167.820007,168.699997,167.28651399999998,44987700
2018-01-31,169.649994,169.990005,168.33999599999999,169.399994,167.980652,42449200
2018-02-01,168.100006,169.729996,167.419998,167.96000700000002,166.552719,38037900
2018-02-02,167.300003,167.699997,164.470001,164.610001,163.230774,68478100
2018-02-05,163.070007,165.75,158.0,158.119995,156.795151,105372200
2018-02-06,155.809998,162.509995,155.100006,162.309998,160.950073,118537900
2018-02-07,161.78999299999998,163.550003,160.199997,160.21000700000002,158.867661,91028300
2018-02-08,160.619995,160.800003,153.449997,153.449997,152.164291,94184800
2018-02-09,155.619995,157.240005,150.130005,156.100006,154.79208400000002,113836600
2018-02-12,157.699997,159.949997,156.46000700000002,158.869995,157.538879,63050600
2018-02-13,157.96000700000002,160.009995,157.720001,159.690002,158.35201999999998,31785600
2018-02-14,158.75,162.929993,158.0,162.679993,161.316956,52107400
2018-02-15,164.139999,165.699997,162.440002,165.699997,164.31166100000002,51633900
2018-02-16,165.16000400000001,166.759995,164.679993,164.96000700000002,163.57785,62256300
2018-02-20,164.380005,166.679993,164.309998,165.28999299999998,163.90510600000002,36785600
2018-02-21,166.100006,167.720001,164.720001,164.820007,163.439041,41161800
2018-02-22,165.53999299999998,166.419998,164.380005,164.800003,163.419205,37074400
2018-02-23,166.130005,168.169998,165.449997,168.169998,166.760956,50096900
2018-02-26,168.96000700000002,170.399994,168.820007,170.399994,168.972275,39266700
2018-02-27,170.449997,170.729996,168.21000700000002,168.28999299999998,166.879944,42209900
2018-02-28,169.25,169.800003,167.100006,167.21000700000002,165.809006,42936300
2018-03-01,167.300003,168.070007,163.0,164.479996,163.101868,76809900
2018-03-02,162.5,166.279999,161.96000700000002,165.990005,164.599243,57445100
2018-03-05,165.21000700000002,168.259995,164.58999599999999,167.830002,166.423813,38540200
2018-03-06,168.649994,169.110001,167.479996,168.53999299999998,167.12785300000002,29480900
2018-03-07,167.25,169.070007,166.96000700000002,168.929993,167.514572,34609400
2018-03-08,169.630005,169.979996,168.949997,169.860001,168.436798,25828400
2018-03-09,171.070007,173.16000400000001,170.820007,173.16000400000001,171.709152,38310500
2018-03-12,173.669998,174.479996,173.279999,174.080002,172.62146,37635000
2018-03-13,174.479996,175.21000700000002,171.270004,171.71000700000002,170.27131699999998,55638900
2018-03-14,172.610001,172.740005,170.929993,171.679993,170.241531,40536400
2018-03-15,171.800003,172.529999,170.899994,171.529999,170.092804,28810400
2018-03-16,171.820007,172.199997,170.940002,171.020004,169.587082,31176700
2018-03-19,169.100006,169.220001,165.639999,167.100006,165.968765,71395100
2018-03-20,167.169998,168.03999299999998,166.610001,167.649994,166.51501499999998,34075700
2018-03-21,167.21000700000002,168.759995,166.190002,166.919998,165.789963,43863500
2018-03-22,164.610001,165.770004,162.58999599999999,162.800003,161.697845,66607300
2018-03-23,162.610001,163.300003,158.429993,158.509995,157.43688999999998,80110400
2018-03-26,161.720001,164.600006,159.16000400000001,164.399994,163.287018,57481500
2018-03-27,165.600006,165.619995,157.679993,159.080002,158.003036,78889100
2018-03-28,158.169998,159.779999,156.03999299999998,157.25,156.185425,89369700
2018-03-29,158.100006,161.71000700000002,156.630005,160.130005,159.045929,68692600
2018-04-02,158.990005,159.740005,153.880005,155.509995,154.457199,85549400
