Date,Open,High,Low,Close,Adj Close,Volume
2018-05-22,184.929993,185.419998,183.429993,183.800003,183.800003,12731400
2018-05-23,182.5,186.91000400000001,182.179993,186.899994,186.899994,16628100
2018-05-24,185.880005,186.800003,185.029999,185.929993,185.929993,12354700
2018-05-25,186.020004,186.330002,184.449997,184.919998,184.919998,10965100
2018-05-29,184.33999599999999,186.809998,183.71000700000002,185.740005,185.740005,16398900
2018-05-30,186.53999299999998,188.0,185.25,187.669998,187.669998,13736900
2018-05-31,187.869995,192.720001,187.479996,191.779999,191.779999,30782600
2018-06-01,193.070007,194.550003,192.070007,193.990005,193.990005,17307200
2018-06-04,191.83999599999999,193.979996,191.470001,193.279999,193.279999,18939800
2018-06-05,194.300003,195.0,192.619995,192.940002,192.940002,15544300
2018-06-06,191.029999,192.529999,189.110001,191.33999599999999,191.33999599999999,22558900
2018-06-07,190.75,190.970001,186.770004,188.179993,188.179993,21503200
2018-06-08,187.529999,189.479996,186.429993,189.100006,189.100006,12677100
2018-06-11,188.809998,192.600006,188.800003,191.53999299999998,191.53999299999998,12928900
2018-06-12,192.169998,193.279999,191.559998,192.399994,192.399994,11562700
2018-06-13,192.740005,194.5,191.91000400000001,192.41000400000001,192.41000400000001,15853800
2018-06-14,193.100006,197.279999,192.91000400000001,196.809998,196.809998,19120900
2018-06-15,195.78999299999998,197.070007,194.639999,195.850006,195.850006,21860900
2018-06-18,194.800003,199.580002,194.130005,198.309998,198.309998,16826000
2018-06-19,196.240005,197.96000700000002,193.78999299999998,197.490005,197.490005,19994000
2018-06-20,199.100006,203.550003,198.809998,202.0,202.0,28230900
2018-06-21,202.759995,203.389999,200.08999599999999,201.5,201.5,19045700
2018-06-22,201.16000400000001,202.240005,199.309998,201.740005,201.740005,17420200
2018-06-25,200.0,200.0,193.110001,196.350006,196.350006,25275100
2018-06-26,197.600006,199.100006,196.229996,199.0,199.0,17897600
2018-06-27,199.179993,200.75,195.800003,195.83999599999999,195.83999599999999,18734400
2018-06-28,195.179993,197.33999599999999,193.259995,196.229996,196.229996,18172400
2018-06-29,197.320007,197.600006,193.96000700000002,194.320007,194.320007,15811600
2018-07-02,193.369995,197.449997,192.220001,197.360001,197.360001,13961600
2018-07-03,194.550003,195.399994,192.520004,192.729996,192.729996,13489500
2018-07-05,194.740005,198.649994,194.029999,198.449997,198.449997,19684200
2018-07-06,198.449997,203.639999,197.699997,203.229996,203.229996,19740100
2018-07-09,204.929993,205.800003,202.119995,204.740005,204.740005,18149400
2018-07-10,204.5,204.91000400000001,202.259995,203.53999299999998,203.53999299999998,13190100
2018-07-11,202.220001,204.5,201.75,202.53999299999998,202.53999299999998,12927400
2018-07-12,203.429993,207.080002,203.190002,206.919998,206.919998,15454700
2018-07-13,207.809998,208.429993,206.449997,207.320007,207.320007,11486800
2018-07-16,207.5,208.720001,206.83999599999999,207.229996,207.229996,11078200
2018-07-17,204.899994,210.460007,204.83999599999999,209.99000499999997,209.99000499999997,15349900
2018-07-18,209.82000699999998,210.99000499999997,208.440002,209.360001,209.360001,15334900
2018-07-19,208.770004,209.99000499999997,207.759995,208.08999599999999,208.08999599999999,11350400
2018-07-20,208.850006,211.5,208.5,209.940002,209.940002,16163900
2018-07-23,210.580002,211.61999500000002,208.800003,210.91000400000001,210.91000400000001,16732000
2018-07-24,215.11000099999998,216.19999700000002,212.600006,214.669998,214.669998,28468700
2018-07-25,215.72000099999997,218.61999500000002,214.270004,217.5,217.5,58954200
2018-07-26,174.889999,180.130005,173.75,176.259995,176.259995,169803700
2018-07-27,179.869995,179.929993,173.0,174.889999,174.889999,60073700
2018-07-30,175.300003,175.300003,166.559998,171.059998,171.059998,65280800
2018-07-31,170.669998,174.240005,170.0,172.580002,172.580002,40356500
2018-08-01,173.929993,175.080002,170.899994,171.649994,171.649994,34042100
2018-08-02,170.679993,176.78999299999998,170.270004,176.369995,176.369995,32400000
2018-08-03,177.690002,178.850006,176.149994,177.779999,177.779999,24763400
2018-08-06,178.970001,185.78999299999998,178.380005,185.690002,185.690002,49716200
2018-08-07,186.5,188.300003,183.720001,183.809998,183.809998,33398600
2018-08-08,184.75,186.850006,183.759995,185.179993,185.179993,22205200
2018-08-09,185.850006,186.570007,182.479996,183.08999599999999,183.08999599999999,19696700
2018-08-10,182.03999299999998,182.100006,179.419998,180.259995,180.259995,21500400
2018-08-13,180.100006,182.610001,178.899994,180.050003,180.050003,17369400
2018-08-14,180.71000700000002,181.990005,178.619995,181.110001,181.110001,19102000
2018-08-15,179.33999599999999,180.869995,174.779999,179.529999,179.529999,33020200
2018-08-16,180.419998,180.5,174.009995,174.699997,174.699997,31351800
2018-08-17,174.5,176.220001,172.03999299999998,173.800003,173.800003,24893200
2018-08-20,174.03999299999998,174.570007,170.91000400000001,172.5,172.5,21518000
2018-08-21,172.809998,174.169998,171.389999,172.619995,172.619995,19578500
2018-08-22,172.21000700000002,174.240005,172.130005,173.639999,173.639999,16894100
2018-08-23,173.08999599999999,175.550003,172.830002,172.899994,172.899994,18053600
2018-08-24,173.699997,174.820007,172.919998,174.649994,174.649994,14631600
2018-08-27,175.990005,178.669998,175.78999299999998,177.46000700000002,177.46000700000002,17921900
2018-08-28,178.100006,178.240005,175.830002,176.259995,176.259995,15910700
2018-08-29,176.300003,176.78999299999998,174.75,175.899994,175.899994,18494100
2018-08-30,175.899994,179.78999299999998,175.699997,177.639999,177.639999,24216500
2018-08-31,177.149994,177.619995,174.979996,175.729996,175.729996,18065200
2018-09-04,173.5,173.889999,168.800003,171.16000400000001,171.16000400000001,29809000
2018-09-05,169.490005,171.130005,166.669998,167.179993,167.179993,31226700
2018-09-06,166.979996,166.979996,160.0,162.529999,162.529999,41514800
2018-09-07,160.309998,164.630005,160.16000400000001,163.03999299999998,163.03999299999998,24300600
2018-09-10,163.509995,165.009995,162.16000400000001,164.179993,164.179993,20197700
2018-09-11,163.940002,167.190002,163.720001,165.940002,165.940002,20457100
2018-09-12,163.25,164.490005,161.800003,162.0,162.0,24078100
2018-09-13,162.0,163.320007,160.860001,161.360001,161.360001,25453800
2018-09-14,161.720001,162.83999599999999,160.33999599999999,162.320007,162.320007,21770400
2018-09-17,161.919998,162.059998,159.770004,160.580002,160.580002,21005300
2018-09-18,159.389999,161.759995,158.869995,160.300003,160.300003,22465200
2018-09-19,160.080002,163.440002,159.479996,163.059998,163.059998,19629000
2018-09-20,164.5,166.449997,164.470001,166.020004,166.020004,18824200
2018-09-21,166.639999,167.25,162.809998,162.929993,162.929993,45994800
2018-09-24,161.029999,165.699997,160.880005,165.41000400000001,165.41000400000001,19222800
2018-09-25,161.990005,165.58999599999999,161.149994,164.91000400000001,164.91000400000001,27622800
2018-09-26,164.300003,169.300003,164.21000700000002,166.949997,166.949997,25252200
2018-09-27,167.550003,171.770004,167.21000700000002,168.83999599999999,168.83999599999999,27266900
2018-09-28,168.330002,168.78999299999998,162.559998,164.46000700000002,164.46000700000002,34265600
2018-10-01,163.029999,165.880005,161.259995,162.440002,162.440002,26407700
2018-10-02,161.580002,162.279999,158.669998,159.330002,159.330002,36031000
2018-10-03,160.0,163.66000400000001,159.529999,162.429993,162.429993,23109500
2018-10-04,161.46000700000002,161.46000700000002,157.350006,158.850006,158.850006,25739600
2018-10-05,159.21000700000002,160.899994,156.199997,157.330002,157.330002,25744000
2018-10-08,155.53999299999998,158.33999599999999,154.389999,157.25,157.25,24046000
2018-10-09,157.690002,160.58999599999999,157.419998,157.899994,157.899994,18844400
2018-10-10,156.820007,157.690002,151.309998,151.380005,151.380005,30610000
2018-10-11,150.130005,154.809998,149.16000400000001,153.350006,153.350006,35338900
2018-10-12,156.729996,156.889999,151.300003,153.740005,153.740005,25293500
2018-10-15,153.320007,155.570007,152.550003,153.520004,153.520004,15433500
2018-10-16,155.399994,159.46000700000002,155.009995,158.779999,158.779999,19180100
2018-10-17,159.559998,160.490005,157.949997,159.419998,159.419998,17592000
2018-10-18,158.509995,158.66000400000001,153.279999,154.919998,154.919998,21675100
2018-10-19,155.860001,157.350006,153.550003,154.050003,154.050003,19761300
2018-10-22,154.759995,157.33999599999999,154.46000700000002,154.779999,154.779999,15424700
2018-10-23,151.220001,154.770004,150.850006,154.389999,154.389999,19095000
2018-10-24,154.279999,154.649994,145.600006,146.03999299999998,146.03999299999998,27744600
2018-10-25,147.729996,152.21000700000002,147.0,150.949997,150.949997,22105700
2018-10-26,145.820007,149.0,143.800003,145.369995,145.369995,31303300
2018-10-29,148.5,148.830002,139.029999,142.08999599999999,142.08999599999999,31336800
2018-10-30,139.940002,146.639999,139.740005,146.220001,146.220001,50528300
2018-10-31,155.0,156.399994,148.96000700000002,151.78999299999998,151.78999299999998,60101300
2018-11-01,151.520004,152.75,149.350006,151.75,151.75,25640800
2018-11-02,151.800003,154.130005,148.96000700000002,150.350006,150.350006,24708700
2018-11-05,150.100006,150.190002,147.440002,148.679993,148.679993,15971200
2018-11-06,149.309998,150.970001,148.0,149.940002,149.940002,16667100
2018-11-07,151.570007,153.009995,149.830002,151.529999,151.529999,21877400
2018-11-08,150.490005,150.940002,146.740005,147.869995,147.869995,24145800
2018-11-09,146.75,147.759995,144.070007,144.96000700000002,144.96000700000002,17326900
2018-11-12,144.479996,145.03999299999998,140.490005,141.550003,141.550003,18542100
2018-11-13,142.0,144.880005,141.619995,142.16000400000001,142.16000400000001,15141700
2018-11-14,143.699997,145.580002,141.550003,144.220001,144.220001,22068400
2018-11-15,142.330002,144.83999599999999,140.830002,143.850006,143.850006,30320300
2018-11-16,141.070007,141.770004,137.770004,139.529999,139.529999,37250600
2018-11-19,137.610001,137.75,131.21000700000002,131.550003,131.550003,44362700
2018-11-20,127.029999,134.16000400000001,126.849998,132.429993,132.429993,41939500
2018-11-21,134.399994,137.190002,134.130005,134.820007,134.820007,25469700
2018-11-23,133.649994,134.5,131.259995,131.729996,131.729996,11886100
2018-11-26,133.0,137.0,132.779999,136.380005,136.380005,24263600
2018-11-27,135.75,136.610001,133.71000700000002,135.0,135.0,20750300
2018-11-28,136.279999,136.78999299999998,131.850006,136.759995,136.759995,29847500
2018-11-29,135.919998,139.990005,135.66000400000001,138.679993,138.679993,24238700
2018-11-30,138.259995,140.970001,137.360001,140.610001,140.610001,25732600
2018-12-03,143.0,143.679993,140.759995,141.08999599999999,141.08999599999999,24819200
2018-12-04,140.729996,143.389999,137.16000400000001,137.929993,137.929993,30307400
2018-12-06,133.820007,139.699997,133.669998,139.630005,139.630005,28218100
2018-12-07,139.25,140.869995,136.66000400000001,137.419998,137.419998,21195500
2018-12-10,139.600006,143.050003,139.009995,141.850006,141.850006,26422200
2018-12-11,143.880005,143.880005,141.100006,142.080002,142.080002,20300300
2018-12-12,143.080002,147.190002,142.509995,144.5,144.5,23696900
2018-12-13,145.570007,145.850006,143.190002,145.009995,145.009995,18148600
2018-12-14,143.33999599999999,146.009995,142.509995,144.059998,144.059998,21785800
2018-12-17,143.080002,144.919998,138.419998,140.190002,140.190002,24334000
2018-12-18,141.080002,145.929993,139.830002,143.66000400000001,143.66000400000001,24709100
2018-12-19,141.21000700000002,144.91000400000001,132.5,133.240005,133.240005,57404900
2018-12-20,130.699997,135.570007,130.0,133.399994,133.399994,40297900
2018-12-21,133.389999,134.899994,123.41999799999999,124.949997,124.949997,56901500
2018-12-24,123.099998,129.740005,123.019997,124.059998,124.059998,22066000
2018-12-26,126.0,134.240005,125.889999,134.179993,134.179993,39723400
2018-12-27,132.440002,134.990005,129.669998,134.520004,134.520004,31202500
2018-12-28,135.33999599999999,135.919998,132.199997,133.199997,133.199997,22627600
2018-12-31,134.449997,134.639999,129.949997,131.08999599999999,131.08999599999999,24625300
